59623	44
0	ROOT
1	nsubj
2	det
3	amod
4	prep
5	pobj
6	advmod
7	xcomp
8	dobj
9	rcmod
10	nsubjpass
11	auxpass
12	poss
13	dep
14	mark
15	nn
16	ccomp
17	appos
18	cop
19	cc
20	conj
21	aux
22	neg
23	prt
24	vmod
25	discourse
26	expl
27	tmod
28	advcl
29	pcomp
30	num
31	npadvmod
32	parataxis
33	possessive
34	csubj
35	iobj
36	predet
37	acomp
38	preconj
39	number
40	quantmod
41	mwe
42	csubjpass
43	punct
3341	partner	583
3342	lasted	583
3343	grasped	583
3344	happily	583
3345	s	582
3346	ranch	582
3347	coarse	582
3348	motive	582
3349	benefit	582
3350	interval	582
3351	percival	581
3352	leather	581
3353	eastern	581
3354	solitude	580
3355	runs	580
3356	intervals	580
3357	shaken	580
3358	push	579
3359	questioned	579
3360	innocence	579
3361	disgrace	578
3362	gleam	578
3363	roger	578
3364	modest	577
3365	funeral	577
3366	invisible	577
3367	friar	577
3368	procession	577
3369	engine	577
3370	dollar	577
3371	preserved	577
3372	completed	577
3373	fist	577
3374	inquire	577
3375	answering	576
3376	beings	576
3377	comrade	576
3378	slope	576
3379	load	575
3380	tables	575
3381	charlotte	575
3382	purse	575
3383	loudly	575
3384	deer	575
3385	monday	574
3386	graceful	574
3387	satisfy	574
3388	terribly	574
3389	sending	574
3390	nest	573
3391	exquisite	573
3392	parlour	573
3393	nephew	573
3394	celebrated	573
3395	christ	573
3396	nowhere	573
3397	angle	573
3398	10	572
3399	southern	572
3400	obtain	572
3401	assurance	572
3402	belongs	572
3403	envy	572
3404	sinking	572
3405	exposed	572
3406	county	572
3407	brings	572
3408	log	572
3409	services	572
3410	ashes	571
3411	examination	571
3412	rawdon	571
3413	june	571
3414	shrugged	571
3415	jewels	571
3416	assembled	570
3417	morrow	570
3418	begins	570
3419	copy	570
3420	terrified	570
3421	cutting	569
3422	bending	569
3423	expense	569
3424	beds	569
3425	pains	568
3426	considering	568
3427	staying	568
3428	positive	568
3429	resist	568
3430	supported	568
3431	countess	568
3432	professional	567
3433	humour	567
3434	process	567
3435	greeted	567
3436	sunlight	567
3437	cure	566
3438	hasty	566
3439	leisure	566
3440	b.	566
3441	detail	566
3442	rodney	566
3443	ashore	565
3444	corners	565
3445	tales	565
3446	feed	565
3447	groaned	565
3448	preparations	564
3449	follows	564
3450	mostly	564
3451	gloves	564
3452	prevented	564
3453	unlike	564
3454	lands	563
3455	tragedy	563
3456	romantic	563
3457	prey	563
3458	twisted	563
3459	mayor	563
3460	killing	563
3461	confessed	563
3462	fed	562
3463	hospital	562
3464	series	562
3465	traveller	562
3466	sober	562
3467	crawley	562
3468	sally	561
3469	blank	561
3470	belt	561
3471	formerly	561
3472	gallery	561
3473	damp	561
3474	forces	561
3475	recollection	560
3476	dusk	560
3477	admire	560
3478	seats	560
3479	tobacco	559
3480	martha	559
3481	h.	559
3482	gabriel	559
3483	pitch	558
3484	confined	558
3485	catching	558
3486	prepare	558
3487	travelled	557
3488	ladder	557
3489	collected	557
3490	aye	557
3491	bother	557
3492	instrument	557
3493	probable	556
3494	ray	556
3495	apes	556
3496	philosophy	556
3497	rays	556
3498	dining-room	556
3499	dried	556
3500	articles	556
3501	poison	555
3502	district	555
3503	principles	555
3504	scorn	555
3505	refuge	555
3506	protest	554
3507	effects	554
3508	china	554
3509	magistrate	554
3510	franklin	554
3511	axe	554
3512	recognize	553
3513	declare	553
3514	thence	553
3515	sue	553
3516	buildings	553
3517	eagle	552
3518	confession	552
3519	fleet	552
3520	intently	552
3521	sultan	552
3522	views	552
3523	tie	552
3524	eternal	552
3525	luxury	552
3526	rent	551
3527	illness	551
3528	denied	551
3529	grin	551
3530	dwelt	551
3531	performed	551
3532	infinite	550
3533	anguish	550
3534	dine	550
3535	performance	550
3536	9	550
3537	proposal	550
3538	inventor	549
3539	wasted	549
3540	pillow	549
3541	stove	548
3542	detective	548
3543	test	548
3544	dishes	547
3545	stammered	547
3546	neat	547
3547	nell	547
3548	passions	546
3549	searched	546
3550	otto	546
3551	uncertain	545
3552	e	545
3553	assented	545
3554	recent	545
3555	emerged	545
3556	exist	545
3557	warrior	545
3558	actions	545
3559	worried	544
3560	flag	544
3561	discussion	544
3562	becky	544
3563	shrill	544
3564	exchange	544
3565	bark	544
3566	blowing	543
3567	den	543
3568	unto	543
3569	wire	543
3570	increase	542
3571	bob	542
3572	earn	542
3573	vaguely	541
3574	cruelty	541
3575	absent	541
3576	tunnel	541
3577	prayed	541
3578	delicious	541
3579	heed	541
3580	lend	541
3581	preparing	540
3582	jealousy	540
3583	tenderly	540
3584	simon	540
3585	jacket	540
3586	sport	540
3587	songs	539
3588	secured	539
3589	oil	539
3590	eldest	539
3591	favorite	538
3592	hiding	538
3593	examine	538
3594	comrades	538
3595	adopted	538
3596	boxes	538
3597	bite	538
3598	longed	537
3599	ma	537
3600	obscure	537
3601	using	537
3602	doubts	537
3603	physician	536
3604	crushed	536
3605	dinah	536
3606	stomach	536
3607	er	536
3608	acting	535
3609	published	535
3610	tune	535
3611	viii	534
3612	balloon	534
3613	dumb	534
3614	highness	533
3615	niece	533
3616	conducted	533
3617	checked	533
3618	providence	532
3619	grip	532
3620	insult	532
3621	replies	532
3622	deserved	532
3623	micawber	531
3624	winds	531
3625	offended	531
3626	eagerness	530
3627	compliment	530
3628	sixteen	530
3629	suggest	530
3630	dwarf	530
3631	swinging	530
3632	senor	530
3633	madness	530
3634	pony	530
3635	hunter	530
3636	plant	529
3637	ascended	529
3638	fog	529
3639	released	529
3640	sovereign	529
3641	observing	528
3642	lazy	528
3643	speedily	528
3644	signed	528
3645	housekeeper	528
3646	novel	528
3647	git	527
3648	profit	527
3649	germany	527
3650	princes	527
3651	rabbit	526
3652	lofty	526
3653	actual	526
3654	judged	526
3655	sink	526
3656	clark	526
3657	wing	526
3658	ideal	526
3659	trap	526
3660	wiped	526
3661	secrets	525
3662	offering	525
3663	sternly	525
3664	indicated	525
3665	selfish	525
3666	created	525
3667	marrying	525
3668	erect	525
3669	natives	525
3670	existed	524
3671	lessons	524
3672	vengeance	524
3673	blessing	524
3674	daring	524
3675	peggotty	524
3676	crack	524
3677	railway	524
3678	swore	523
3679	chapel	523
3680	stillness	523
3681	masters	523
3682	bigger	523
3683	frequent	523
3684	kid	523
3685	bunch	523
3686	virtues	523
3687	stretch	522
3688	pressure	522
3689	upright	522
3690	sarah	521
3691	spectacle	521
3692	rubbing	521
3693	curtains	521
3694	bible	521
3695	passionate	520
3696	belding	520
3697	opera	520
3698	arrangement	520
3699	appetite	520
3700	official	520
3701	cellar	520
3702	devotion	519
3703	corridor	519
3704	disgust	519
3705	characters	519
3706	recover	518
3707	supreme	518
3708	inquiries	518
3709	changing	518
3710	simplicity	518
3711	fortunately	518
3712	residence	517
3713	distinction	517
3714	citizens	517
3715	bloody	517
3716	displayed	517
3717	jennings	517
3718	cavern	517
3719	results	516
3720	monstrous	516
3721	instructions	516
3722	eyebrows	516
3723	hoping	516
3724	neglected	516
3725	pole	516
3726	snake	515
3727	shocked	515
3728	arts	515
3729	attacked	515
3730	breathe	515
3731	coldly	515
3732	million	515
3733	wretch	515
3734	fort	514
3735	enjoyment	514
3736	suspicions	514
3737	determination	514
3738	paces	514
3739	interfere	513
3740	swords	513
3741	labour	513
3742	hush	513
3743	bruno	513
3744	penny	513
3745	frankly	513
3746	damned	513
3747	cares	513
3748	independent	513
3749	nodding	512
3750	amusing	512
3751	louder	512
3752	landing	512
3753	humor	512
3754	couch	511
3755	finest	511
3756	affectionate	511
3757	central	511
3758	ape-man	511
3759	brush	511
3760	dismissed	511
3761	gifts	510
3762	hilda	510
3763	injured	510
3764	suspicious	510
3765	wounds	510
3766	curse	510
3767	scenes	510
3768	mission	510
3769	medical	510
3770	burns	509
3771	swallowed	509
3772	cursed	509
3773	altar	509
3774	barely	508
3775	darted	508
3776	trousers	508
3777	qualities	508
3778	fer	508
3779	willingly	507
3780	yelled	507
3781	t.	507
3782	loaded	507
3783	pound	507
3784	pit	507
3785	glowing	507
3786	echo	507
3787	gardens	507
3788	amiable	507
3789	crawford	506
3790	gas	506
3791	disturb	506
3792	button	506
3793	aged	505
3794	watson	505
3795	anna	505
3796	whoever	505
3797	accompany	505
3798	execution	504
3799	j.	504
3800	bonnet	504
3801	acts	504
3802	osborne	504
3803	pete	504
3804	stake	503
3805	staggered	503
3806	presents	503
3807	civilization	503
3808	dwelling	503
3809	crimson	503
3810	marcus	503
3811	b	502
3812	owned	502
3813	floating	502
3814	tremble	502
3815	drowned	502
3816	wi	502
3817	nervously	502
3818	subdued	501
3819	selected	501
3820	origin	501
3821	timid	501
3822	gravity	501
3823	weep	501
3824	universal	500
3825	coward	500
3826	complain	500
3827	cake	500
3828	boldly	500
3829	pig	500
3830	longing	499
3831	term	499
3832	yield	499
3833	legal	498
3834	satisfactory	498
3835	wherefore	498
3836	shooting	498
3837	sensitive	498
3838	johnson	498
3839	exception	498
3840	shy	498
3841	security	497
3842	honourable	497
3843	mare	497
3844	proportion	497
3845	spoil	497
3846	hunted	497
3847	frozen	497
3848	felicity	497
3849	lovers	497
3850	elizabeth	497
3851	severely	497
3852	miracle	497
3853	palm	496
3854	advise	496
3855	mill	496
3856	staff	496
3857	error	496
3858	formidable	496
3859	childhood	496
3860	hetty	495
3861	flames	495
3862	shillings	495
3863	canoe	495
3864	caution	495
3865	breathless	495
3866	dreaming	494
3867	extra	494
3868	julian	494
3869	sobbed	494
3870	sitting-room	494
3871	passes	493
3872	advised	493
3873	shuddered	493
3874	wrought	493
3875	hearty	493
3876	cap'n	493
3877	pushing	493
3878	gang	493
3879	answers	492
3880	vulgar	492
3881	scientific	492
3882	politics	492
3883	12	492
3884	rules	492
3885	wages	492
3886	condemned	492
3887	debt	492
3888	neighbours	492
3889	upset	492
3890	rail	491
3891	murdered	491
3892	contrast	491
3893	christians	491
3894	dismal	491
3895	harriet	491
3896	secretly	491
3897	developed	491
3898	elegant	491
3899	yielded	490
3900	dislike	490
3901	recognised	490
3902	mansoul	490
3903	theron	490
3904	wegg	490
3905	garments	489
3906	community	489
3907	backs	489
3908	occupation	489
3909	treatment	489
3910	confirmed	489
3911	chill	489
3912	pearl	489
3913	polished	488
3914	wilbur	488
3915	norway	488
3916	butler	488
3917	brent	488
3918	hired	488
3919	regiment	487
3920	linen	487
3921	neighbors	487
3922	incredible	487
3923	friday	487
3924	creek	486
3925	packed	486
3926	irish	486
3927	clergyman	486
3928	remote	486
3929	encountered	485
3930	corpse	485
3931	sailors	485
3932	ceiling	484
3933	experiment	484
3934	fools	484
3935	seeming	484
3936	bitterness	483
3937	diamonds	483
3938	hakon	483
3939	tricks	483
3940	dwell	483
3941	helping	483
3942	haunted	483
3943	faltered	483
3944	ix	483
3945	newspapers	482
3946	compare	482
3947	seas	482
3948	knelt	482
3949	yo	482
3950	policeman	481
3951	chiefly	481
3952	deeds	481
3953	dish	481
3954	y	481
3955	barbicane	480
3956	weston	480
3957	romans	480
3958	thread	480
3959	yourselves	479
3960	roots	479
3961	maintained	479
3962	carelessly	479
3963	lads	479
3964	telephone	479
3965	nigh	479
3966	stumbled	478
3967	dismay	478
3968	floated	478
3969	acquired	478
3970	brows	478
3971	burnt	477
3972	walks	477
3973	depth	476
3974	leaf	476
3975	spectacles	476
3976	advancing	476
3977	feathers	476
3978	spoiled	476
3979	guilt	476
3980	ale	475
3981	discipline	475
3982	cease	475
3983	awhile	475
3984	sheer	474
3985	duchess	474
3986	quantity	474
3987	scent	474
3988	asks	474
3989	harris	474
3990	fires	474
3991	inevitable	473
3992	roughly	473
3993	peril	473
3994	assist	473
3995	torture	473
3996	towns	473
3997	good-by	473
3998	shudder	473
3999	constantine	473
4000	response	473
4001	soup	472
4002	brick	472
4003	depart	472
4004	glances	472
4005	avoided	472
4006	s.	472
4007	exchanged	472
4008	classes	471
4009	ho	471
4010	grinned	471
4011	persian	471
4012	remove	471
4013	velvet	471
4014	snatched	471
4015	citizen	471
4016	wilderness	470
4017	renewed	470
4018	practically	470
4019	thankful	470
4020	bells	470
4021	clayton	470
4022	apprehension	470
4023	africa	470
4024	owen	469
4025	sentiments	469
4026	blush	469
4027	acknowledged	469
4028	offence	469
4029	speaker	469
4030	sole	469
4031	consented	469
4032	kennicott	469
4033	encounter	468
4034	casaubon	468
4035	saving	468
4036	convent	468
4037	bullet	468
4038	resistance	468
4039	crawled	468
4040	13	468
4041	local	468
4042	matilda	467
4043	cell	467
4044	fathers	467
4045	department	467
4046	encouraged	467
4047	deliberately	466
4048	mothers	466
4049	murderer	465
4050	tiger	465
4051	map	465
4052	candy	465
4053	privilege	465
4054	marvel	465
4055	reported	465
4056	embarrassed	464
4057	wheat	464
4058	rival	464
4059	eugene	464
4060	chorus	464
4061	consult	464
4062	employment	464
4063	imperial	464
4064	robbed	463
4065	ape	463
4066	hanged	463
4067	variety	463
4068	corey	463
4069	operation	463
4070	fare	462
4071	cornelius	462
4072	picking	462
4073	definite	462
4074	dreary	461
4075	enterprise	461
4076	happier	461
4077	spiritual	461
4078	hedge	461
4079	receiving	461
4080	presley	461
4081	rigid	460
4082	nautilus	460
4083	harsh	460
4084	sincere	460
4085	arrange	460
4086	accounts	459
4087	deliver	459
4088	pot	459
4089	contact	459
4090	fourteen	459
4091	intent	458
4092	tightly	458
4093	remembrance	458
4094	games	458
4095	hurrying	458
4096	desires	458
4097	causes	458
4098	tempted	458
4099	panting	458
4100	ivan	458
4101	lingered	458
4102	training	457
4103	embrace	457
4104	decidedly	457
4105	drag	457
4106	bend	457
4107	v	457
4108	stated	457
4109	july	457
4110	pleasantly	457
4111	chimney	457
4112	overhead	456
4113	notwithstanding	456
4114	mouse	456
4115	dreadfully	456
4116	matthew	456
4117	doubted	456
4118	reserved	455
4119	pursue	455
4120	democratic	455
4121	northern	455
4122	neighborhood	455
4123	lorna	455
4124	ragged	455
4125	monkey	454
4126	inspired	454
4127	pencil	454
4128	robe	454
4129	chad	453
4130	nerve	453
4131	occasional	453
4132	peered	453
4133	choked	453
4134	parlor	453
4135	model	453
4136	reserve	453
4137	render	453
4138	constitution	453
4139	october	452
4140	beggar	452
4141	washington	452
4142	income	452
4143	defeat	452
4144	dresses	452
4145	awaiting	452
4146	introduce	452
4147	lodging	451
4148	wits	451
4149	arrangements	451
4150	characteristic	451
4151	proudly	451
4152	saloon	451
4153	comfortably	451
4154	miller	451
4155	accused	450
4156	shepherd	450
4157	greeks	450
4158	increasing	450
4159	sale	450
4160	courtyard	450
4161	gallant	450
4162	embarrassment	450
4163	reference	449
4164	september	449
4165	sticks	449
4166	addition	449
4167	bills	449
4168	entertained	449
4169	visits	448
4170	sleepy	448
4171	minnie	448
4172	lawn	447
4173	daniel	447
4174	bars	447
4175	responsibility	447
4176	downward	447
4177	nod	447
4178	hook	447
4179	comment	447
4180	pavement	447
4181	counter	446
4182	dressing	446
4183	conquered	446
4184	rarely	446
4185	cora	446
4186	priests	445
4187	godfrey	445
4188	boston	445
4189	chinese	445
4190	elderly	445
4191	seventeen	444
4192	momentary	444
4193	disease	444
4194	hay	444
4195	communication	444
4196	memories	444
4197	mail	444
4198	strode	444
4199	irene	444
4200	honestly	443
4201	distinguish	443
4202	drops	443
4203	wolves	443
4204	repose	443
4205	deceive	443
4206	't	443
4207	spared	442
4208	policy	442
4209	discourse	442
4210	forgetting	442
4211	sack	442
4212	eustacia	442
4213	relative	442
4214	lordship	442
4215	awaited	442
4216	shawl	441
4217	landlady	441
4218	shrank	441
4219	laurie	441
4220	sugar	441
4221	11	441
4222	studying	441
4223	hats	441
4224	sickness	441
4225	flush	440
4226	warn	440
4227	seize	440
4228	adams	440
4229	commission	440
4230	remainder	440
4231	vivid	440
4232	indignant	439
4233	block	439
4234	mutual	439
4235	wonderfully	439
4236	planned	439
4237	knocking	439
4238	improved	439
4239	proceeding	439
4240	printed	438
4241	declined	438
4242	population	438
4243	provinces	438
4244	mule	438
4245	persuade	438
4246	dad	437
4247	circus	437
4248	intellectual	437
4249	shaft	437
4250	liking	437
4251	colors	437
4252	aim	437
4253	rosy	437
4254	birthday	437
4255	tramp	437
4256	bone	437
4257	involved	436
4258	shouts	436
4259	undoubtedly	436
4260	containing	436
4261	15	436
4262	grimly	436
4263	bathsheba	436
4264	hoarse	435
4265	scotland	435
4266	spain	435
4267	annoyed	435
4268	covering	435
4269	disguise	435
4270	sweep	435
4271	issue	435
4272	consequently	435
4273	ruins	434
4274	healthy	434
4275	neighbour	434
4276	tracks	434
4277	andy	434
4278	holiday	434
4279	beautifully	434
4280	blushed	434
4281	childish	434
4282	hearth	434
4283	dobbin	433
4284	thereof	433
4285	duncan	433
4286	schooner	433
4287	dangers	433
4288	desperately	433
4289	radiant	433
4290	supposing	432
4291	reception	432
4292	steam	432
4293	owing	432
4294	thenardier	432
4295	colours	432
4296	christianity	432
4297	angels	431
4298	giles	431
4299	du	431
4300	eileen	431
4301	brand	431
4302	toad	431
4303	strained	430
4304	amuse	430
4305	landscape	430
4306	conquest	430
4307	complexion	430
4308	muscles	430
4309	examining	430
4310	michel	430
4311	holes	430
4312	meadow	430
4313	lingard	429
4314	lace	429
4315	thirteen	429
4316	unconsciously	429
4317	responsible	428
4318	destiny	428
4319	uniform	428
4320	reverence	428
4321	pet	428
4322	appreciate	428
4323	temptation	428
4324	admirable	428
4325	theirs	428
4326	vacant	428
4327	convenient	427
4328	frowned	427
4329	greeting	427
4330	warrant	427
4331	cage	427
4332	supplied	427
4333	hermit	427
4334	jones	427
4335	spake	427
4336	candles	427
4337	empress	427
4338	collection	426
4339	jacob	426
4340	ranks	426
4341	stirring	426
4342	miriam	426
4343	drawer	426
4344	zeal	426
4345	flood	426
4346	chicken	425
4347	smoked	425
4348	cliffs	425
4349	recently	425
4350	apple	425
4351	unfortunately	425
4352	asserted	425
4353	spears	425
4354	stately	425
4355	tomb	425
4356	creeping	425
4357	behaviour	424
4358	isle	424
4359	awe	423
4360	trained	423
4361	planted	423
4362	manly	423
4363	evenings	423
4364	dirt	423
4365	puts	422
4366	venus	422
4367	warmly	422
4368	dreaded	422
4369	egg	422
4370	student	422
4371	fishing	422
4372	old-fashioned	422
4373	scale	422
4374	envelope	422
4375	release	421
4376	babies	421
4377	peasant	421
4378	quivering	421
4379	buffalo	421
4380	kick	421
4381	pleasures	421
4382	apt	421
4383	display	421
4384	tumbled	421
4385	vessels	420
4386	foul	420
4387	desiree	420
4388	whereupon	420
4389	courtesy	420
4390	drifted	420
4391	sleeve	420
4392	region	420
4393	barbara	420
4394	blown	420
4395	louisa	420
4396	advantages	419
4397	leads	419
4398	betsy	419
4399	keeper	419
4400	lamps	419
4401	literary	419
4402	ropes	418
4403	reflections	418
4404	holds	418
4405	clad	417
4406	grows	417
4407	educated	417
4408	14	417
4409	motives	417
4410	plays	417
4411	objected	417
4412	nan	417
4413	briskly	417
4414	conceive	417
4415	isabella	417
4416	virginia	417
4417	bravely	416
4418	barbarians	416
4419	chanced	416
4420	purchase	416
4421	bits	416
4422	descent	416
4423	thieves	416
4424	coolly	416
4425	francis	416
4426	condy	415
4427	infant	415
4428	proceedings	415
4429	editor	415
4430	daresay	415
4431	ass	415
4432	ward	415
4433	villain	415
4434	twenty-four	415
4435	wot	415
4436	insist	415
4437	bounderby	414
4438	suspended	414
4439	sobbing	414
4440	shops	414
4441	perplexed	414
4442	silas	414
4443	flies	414
4444	fain	414
4445	phoebe	413
4446	fortunes	413
4447	passages	413
4448	whispering	413
4449	glare	413
4450	ringing	413
4451	compassion	413
4452	growth	412
4453	arrest	412
4454	slavery	412
4455	assistant	412
4456	pose	412
4457	threatening	412
4458	kate	412
4459	copperfield	412
4460	surprising	412
4461	keys	411
4462	apron	411
4463	distressed	411
4464	respected	411
4465	travellers	411
4466	crouched	411
4467	groan	411
4468	attractive	411
4469	cats	411
4470	wreck	411
4471	veins	411
4472	sophy	410
4473	column	410
4474	certainty	410
4475	abbey	410
4476	obedience	410
4477	nothin	410
4478	glittering	410
4479	species	410
4480	injury	409
4481	poirot	409
4482	punished	409
4483	consolation	409
4484	element	409
4485	aeroplane	409
4486	shrieked	409
4487	celia	409
4488	skirt	409
4489	drift	409
4490	bessie	409
4491	savages	408
4492	opposition	408
4493	good-night	408
4494	majority	408
4495	toil	408
4496	prairie	408
4497	theodore	407
4498	boss	407
4499	waistcoat	407
4500	embraced	407
4501	bears	407
4502	rows	407
4503	seed	407
4504	parish	406
4505	dimly	406
4506	grain	406
4507	cracked	406
4508	measured	406
4509	centuries	406
4510	kicked	406
4511	youngest	405
4512	feature	405
4513	limits	405
4514	scraps	405
4515	amidst	404
4516	prosperity	404
4517	confident	404
4518	gardener	404
4519	mode	404
4520	hesitate	404
4521	adding	404
4522	bidding	404
4523	swing	404
4524	dame	404
4525	recognition	404
4526	gaily	404
4527	16	403
4528	swim	403
4529	comparison	403
4530	limb	403
4531	gulf	403
4532	orchard	403
4533	pleasing	403
4534	succession	402
4535	assume	402
4536	blaze	402
4537	donald	402
4538	tidings	402
4539	furiously	402
4540	depends	402
4541	perpetual	402
4542	issued	401
4543	kit	401
4544	roaring	401
4545	considerably	401
4546	remind	401
4547	capacity	401
4548	emphasis	401
4549	bursting	400
4550	hammer	400
4551	betray	400
4552	doctors	400
4553	talks	400
4554	uneasily	400
4555	team	400
4556	njal	400
4557	stealing	400
4558	dug	400
4559	halt	400
4560	winkle	400
4561	egypt	400
4562	coal	400
4563	blanket	399
4564	sullen	399
4565	conquer	399
4566	plains	399
4567	pinocchio	399
4568	tragic	399
4569	resentment	399
4570	invented	399
4571	remembering	399
4572	elinor	398
4573	pine	398
4574	descend	398
4575	emerald	398
4576	delicacy	398
4577	wont	398
4578	frown	398
4579	association	398
4580	throng	397
4581	intentions	397
4582	recollect	397
4583	applause	397
4584	senate	397
4585	preserve	397
4586	grove	396
4587	belonging	396
4588	slid	396
4589	swallow	396
4590	offices	396
4591	brandy	396
4592	em	396
4593	flowed	396
4594	keenly	396
4595	smallest	396
4596	patch	395
4597	shine	395
4598	clapped	395
4599	herd	395
4600	limited	395
4601	coffin	395
4602	strickland	395
4603	suitable	395
4604	politely	395
4605	traces	395
4606	arkwright	394
4607	telegram	394
4608	dignified	394
4609	indignantly	394
4610	w.	394
4611	suited	394
4612	blade	394
4613	gossip	394
4614	magician	394
4615	mars	393
4616	dense	393
4617	flossie	393
4618	sailing	393
4619	summit	393
4620	allen	393
4621	strolled	393
4622	mixture	393
4623	ghastly	393
4624	unnecessary	393
4625	hudson	393
4626	india	393
4627	eyed	393
4628	monks	393
4629	saluted	392
4630	smiles	392
4631	fledgeby	392
4632	thirst	392
4633	bestowed	392
4634	stockings	392
4635	merrily	391
4636	crisis	391
4637	casting	391
4638	alert	391
4639	guardian	391
4640	tasted	391
4641	justified	391
4642	vexed	391
4643	gambling	391
4644	gibbon	391
4645	ejaculated	391
4646	lords	391
4647	dorian	390
4648	wheeled	390
4649	brushed	390
4650	underneath	390
4651	fountain	390
4652	larry	390
4653	claims	389
4654	sparkling	389
4655	depended	389
4656	julia	389
4657	good-natured	389
4658	dispute	389
4659	jaws	389
4660	waking	389
4661	remarkably	388
4662	nicholas	388
4663	statue	388
4664	17	388
4665	committee	387
4666	fairies	387
4667	respects	387
4668	frighten	387
4669	stepping	387
4670	startling	387
4671	fatigue	387
4672	pilot	387
4673	filling	387
4674	korak	387
4675	honey	386
4676	ellen	386
4677	standard	386
4678	pond	386
4679	selling	386
4680	witnessed	386
4681	trifling	386
4682	drouet	386
4683	18	386
4684	sorrowful	386
4685	pope	386
4686	obviously	386
4687	horribly	386
4688	luncheon	385
4689	douglas	385
4690	consisted	385
4691	conceived	385
4692	fireplace	385
4693	bobbsey	385
4694	lent	385
4695	crash	385
4696	snap	384
4697	forbid	384
4698	clinging	384
4699	toots	384
4700	cotton	384
4701	pour	384
4702	philosopher	384
4703	grieved	384
4704	fragments	384
4705	deaf	384
4706	followers	384
4707	!	384
4708	meriem	384
4709	shared	384
4710	musical	384
4711	scandal	383
4712	despise	383
4713	writers	383
4714	guarded	383
4715	rosamond	383
4716	hen	382
4717	dig	382
4718	republic	382
4719	learnt	382
4720	monarch	382
4721	m	382
4722	hull	381
4723	occur	381
4724	shrewd	381
4725	temporary	381
4726	crow	381
4727	peering	381
4728	plants	381
4729	average	381
4730	xi	381
4731	byrne	381
4732	dusty	381
4733	onward	380
4734	bellegarde	380
4735	whistling	380
4736	expectation	380
4737	factory	380
4738	cream	380
4739	desolate	379
4740	oars	379
4741	knowed	379
4742	dearly	379
4743	briefly	379
4744	afore	379
4745	chains	379
4746	britain	379
4747	noises	378
4748	purposes	378
4749	painting	378
4750	pitiful	378
4751	claus	378
4752	subtle	378
4753	spy	378
4754	patiently	378
4755	sins	378
4756	employ	378
4757	tuesday	377
4758	re	377
4759	parliament	377
4760	inclination	377
4761	shell	377
4762	daisy	377
4763	washing	377
4764	slay	377
4765	alexandra	377
4766	rocky	377
4767	mused	376
4768	lodgings	376
4769	feminine	376
4770	commonplace	376
4771	perceval	376
4772	derived	376
4773	curled	376
4774	enjoying	376
4775	cars	376
4776	mask	376
4777	albert	376
4778	chuckled	376
4779	ham	376
4780	province	376
4781	background	375
4782	sets	375
4783	acknowledge	375
4784	chiefs	375
4785	canvas	375
4786	instinctively	375
4787	unseen	375
4788	st	375
4789	generation	375
4790	wiser	375
4791	pascal	375
4792	plates	375
4793	appealed	375
4794	substance	374
4795	brightly	374
4796	perform	374
4797	strictly	374
4798	sympathetic	374
4799	saints	374
4800	yeh	373
4801	shoe	373
4802	ojo	373
4803	ability	373
4804	alleyne	373
4805	catholic	373
4806	swam	373
4807	proposition	373
4808	cheese	373
4809	berry	373
4810	critical	373
4811	dragging	373
4812	esteem	372
4813	accent	372
4814	churches	372
4815	introduction	372
4816	tumult	372
4817	copper	372
4818	valentin	372
4819	woe	372
4820	faults	372
4821	surroundings	372
4822	germans	372
4823	foundation	371
4824	dainty	371
4825	lo	371
4826	restore	371
4827	discussed	371
4828	rags	371
4829	replaced	371
4830	riches	371
4831	sweeping	371
4832	despite	371
4833	leaping	371
4834	swell	370
4835	machinery	370
4836	admiral	370
4837	chambers	370
4838	complaint	370
4839	claimed	369
4840	monk	369
4841	relaxed	369
4842	surgeon	369
4843	blazing	369
4844	afforded	369
4845	independence	369
4846	plot	368
4847	cows	368
4848	limit	368
4849	meals	368
4850	caesar	368
4851	ee	368
4852	apply	368
4853	pausing	368
4854	talent	368
4855	lizzie	368
4856	cooking	368
4857	sadness	368
4858	bud	368
4859	barrel	368
4860	strikes	368
4861	eighty	368
4862	bows	367
4863	resemblance	367
4864	text	367
4865	brandeis	367
4866	mansion	367
4867	apartments	366
4868	sails	366
4869	placing	366
4870	attempts	366
4871	perfection	366
4872	unexpectedly	366
4873	hospitality	366
4874	dentist	366
4875	dining	366
4876	suspense	366
4877	xii	366
4878	sob	366
4879	wrist	366
4880	questioning	366
4881	summons	365
4882	expressions	365
4883	total	365
4884	behave	365
4885	confounded	365
4886	activity	365
4887	nowadays	365
4888	pious	365
4889	virtuous	365
4890	ditch	365
4891	flashing	364
4892	thrill	364
4893	commands	364
4894	behaved	364
4895	politeness	364
4896	bottles	364
4897	suppressed	364
4898	parson	364
4899	costume	364
4900	kissing	364
4901	buying	364
4902	crooked	363
4903	wealthy	363
4904	jackson	363
4905	climbing	363
4906	authorities	363
4907	infinitely	363
4908	preparation	363
4909	shivered	363
4910	rascal	363
4911	referred	363
4912	prevailed	363
4913	assembly	362
4914	christine	362
4915	thumb	362
4916	defiance	362
4917	audible	362
4918	quitted	362
4919	presume	362
4920	largest	362
4921	bulstrode	362
4922	lions	361
4923	blenkiron	361
4924	division	361
4925	rivers	361
4926	generosity	361
4927	surrounding	361
4928	appointment	361
4929	bury	361
