8159	44
0	ROOT
1	advcl
2	dep
3	cc
4	conj
5	poss
6	nn
7	prep
8	pobj
9	det
10	amod
11	nsubj
12	vmod
13	dobj
14	num
15	cop
16	tmod
17	parataxis
18	nsubjpass
19	auxpass
20	xcomp
21	rcmod
22	ccomp
23	possessive
24	advmod
25	aux
26	expl
27	mark
28	appos
29	neg
30	prt
31	discourse
32	pcomp
33	quantmod
34	number
35	npadvmod
36	csubj
37	iobj
38	predet
39	acomp
40	preconj
41	mwe
42	csubjpass
43	punct
1780	fitted	15
1781	names	15
1782	spoken	15
1783	directed	15
1784	bullion	15
1785	takes	15
1786	fix	15
1787	summer	15
1788	minister	15
1789	impatient	15
1790	excitement	15
1791	weakness	15
1792	costume	15
1793	ah	15
1794	support	15
1795	employed	15
1796	sundial	15
1797	honestly	15
1798	steal	15
1799	reasons	15
1800	spoil	15
1801	knowledge	15
1802	somewhere	15
1803	brook	15
1804	fun	15
1805	thrust	15
1806	marvelous	15
1807	blow	15
1808	appreciate	15
1809	thrown	15
1810	famous	15
1811	stone	15
1812	obvious	15
1813	ambition	15
1814	shadow	15
1815	coat	15
1816	moon	15
1817	pulling	15
1818	interests	15
1819	woodbox	15
1820	aid	15
1821	gives	15
1822	element	15
1823	oxygen	15
1824	leaped	15
1825	personality	15
1826	bird	14
1827	forgive	14
1828	unconsciously	14
1829	flynn	14
1830	cars	14
1831	calm	14
1832	chopper	14
1833	condition	14
1834	fred	14
1835	uttered	14
1836	accompanied	14
1837	robbed	14
1838	club	14
1839	frown	14
1840	notion	14
1841	failed	14
1842	wishing	14
1843	named	14
1844	master	14
1845	worn	14
1846	union	14
1847	required	14
1848	marched	14
1849	regular	14
1850	views	14
1851	belong	14
1852	mass	14
1853	insect	14
1854	parties	14
1855	regret	14
1856	pumpkins	14
1857	locked	14
1858	secure	14
1859	nothin	14
1860	searchlight	14
1861	lansing	14
1862	thieves	14
1863	backward	14
1864	thoughtfully	14
1865	supply	14
1866	god	14
1867	cheerfully	14
1868	luxury	14
1869	bench	14
1870	divided	14
1871	confess	14
1872	hopes	14
1873	county	14
1874	searching	14
1875	manage	14
1876	progress	14
1877	slight	14
1878	jellia	14
1879	information	14
1880	opening	14
1881	grand	14
1882	sounds	14
1883	excited	14
1884	pity	14
1885	enthusiasm	14
1886	mountains	14
1887	stopping	14
1888	permitted	14
1889	rolled	14
1890	hid	14
1891	heartily	14
1892	taste	14
1893	corporations	14
1894	gentle	14
1895	steady	14
1896	cover	14
1897	raise	14
1898	gate	14
1899	impulse	14
1900	worthy	14
1901	contents	14
1902	unexpected	14
1903	recognize	14
1904	served	14
1905	lightly	14
1906	beauty	14
1907	astonishment	14
1908	basket	14
1909	system	14
1910	cupboard	14
1911	length	14
1912	piece	14
1913	officer	14
1914	officers	14
1915	coldly	14
1916	broad	13
1917	teacher	13
1918	gurnsey	13
1919	compete	13
1920	cave	13
1921	floated	13
1922	weak	13
1923	voters	13
1924	aside	13
1925	picture	13
1926	swept	13
1927	begged	13
1928	forehead	13
1929	knees	13
1930	passing	13
1931	fielding	13
1932	determined	13
1933	confessed	13
1934	enjoyed	13
1935	sunny	13
1936	delicate	13
1937	hesitation	13
1938	tight	13
1939	sawyer	13
1940	servants	13
1941	liable	13
1942	rapid	13
1943	diamond	13
1944	lack	13
1945	indicated	13
1946	betty	13
1947	climbed	13
1948	delightful	13
1949	suggestion	13
1950	servant	13
1951	capture	13
1952	march	13
1953	fierce	13
1954	stranger	13
1955	gradually	13
1956	baggert	13
1957	halted	13
1958	location	13
1959	healthy	13
1960	carelessly	13
1961	existence	13
1962	fallen	13
1963	joints	13
1964	drive	13
1965	unconscious	13
1966	engine	13
1967	fund	13
1968	bearing	13
1969	thirty	13
1970	sounded	13
1971	current	13
1972	warned	13
1973	battle	13
1974	machines	13
1975	starting	13
1976	cool	13
1977	headed	13
1978	wearing	13
1979	waved	13
1980	falling	13
1981	bells	13
1982	liberty	13
1983	swallowed	13
1984	job	13
1985	copy	13
1986	travel	13
1987	steering	13
1988	express	13
1989	consider	13
1990	flashed	13
1991	lesson	13
1992	interfere	13
1993	helpless	13
1994	taught	13
1995	counting	13
1996	safely	13
1997	bailey	13
1998	advised	13
1999	hole	13
2000	forth	13
2001	mere	13
2002	smooth	13
2003	pointing	13
2004	grown	13
2005	flushed	13
2006	transformed	13
2007	owned	13
2008	marrying	13
2009	depths	13
2010	affair	13
2011	rivers	13
2012	colored	13
2013	tonight	13
2014	naturally	13
2015	brow	13
2016	despair	13
2017	center	13
2018	calls	13
2019	church	13
2020	sincerity	13
2021	amount	13
2022	formed	13
2023	favorite	13
2024	earnestly	13
2025	questioning	13
2026	twice	13
2027	everyone	13
2028	peace	13
2029	touched	13
2030	join	13
2031	warship	13
2032	build	13
2033	rooms	13
2034	instinct	12
2035	learning	12
2036	sing	12
2037	self	12
2038	strongly	12
2039	details	12
2040	slipped	12
2041	firmly	12
2042	pepper-box	12
2043	member	12
2044	sharks	12
2045	examine	12
2046	instrument	12
2047	calling	12
2048	faster	12
2049	devoted	12
2050	partly	12
2051	offices	12
2052	completed	12
2053	drink	12
2054	pill	12
2055	market	12
2056	rested	12
2057	shade	12
2058	suspicious	12
2059	tricks	12
2060	injured	12
2061	tutor	12
2062	freedom	12
2063	pure	12
2064	finger	12
2065	seriously	12
2066	successful	12
2067	fancied	12
2068	noted	12
2069	dropping	12
2070	suffer	12
2071	apparatus	12
2072	post	12
2073	ventured	12
2074	nurse	12
2075	approaching	12
2076	decent	12
2077	parlor	12
2078	investment	12
2079	laughter	12
2080	moral	12
2081	descended	12
2082	yer	12
2083	losing	12
2084	states	12
2085	heaven	12
2086	garret	12
2087	nearest	12
2088	press	12
2089	gravely	12
2090	fled	12
2091	merry	12
2092	observing	12
2093	mystery	12
2094	absolutely	12
2095	sweep	12
2096	trembling	12
2097	owner	12
2098	choked	12
2099	faltered	12
2100	violence	12
2101	rights	12
2102	sentence	12
2103	using	12
2104	drove	12
2105	impatiently	12
2106	persisted	12
2107	farmer	12
2108	permit	12
2109	nervously	12
2110	thin	12
2111	danced	12
2112	trained	12
2113	broadway	12
2114	cottage	12
2115	counted	12
2116	independent	12
2117	monday	12
2118	prisoner	12
2119	telescope	12
2120	warm	12
2121	worst	12
2122	seventeen	12
2123	belonged	12
2124	accomplished	12
2125	bedroom	12
2126	reward	12
2127	theater	12
2128	ladder	12
2129	handkerchief	12
2130	darted	12
2131	features	12
2132	shake	12
2133	closely	12
2134	generous	12
2135	severely	12
2136	indictments	12
2137	eighteen	12
2138	fortunately	12
2139	polite	12
2140	bear	12
2141	study	12
2142	treat	12
2143	mis	12
2144	acquainted	12
2145	defeat	12
2146	platform	12
2147	containing	12
2148	everywhere	12
2149	desire	12
2150	trail	12
2151	flower	12
2152	mischief	12
2153	evident	12
2154	neat	12
2155	associates	12
2156	bringing	12
2157	upright	12
2158	fail	12
2159	assure	11
2160	sees	11
2161	theory	11
2162	submerged	11
2163	suggest	11
2164	unknown	11
2165	winning	11
2166	project	11
2167	obeyed	11
2168	goods	11
2169	er	11
2170	claim	11
2171	thanks	11
2172	fashionable	11
2173	criminal	11
2174	ours	11
2175	gold-seekers	11
2176	works	11
2177	sufficient	11
2178	roadside	11
2179	finish	11
2180	nobody	11
2181	shout	11
2182	brilliant	11
2183	mentioned	11
2184	toil	11
2185	sand	11
2186	democrat	11
2187	mccarty	11
2188	hurriedly	11
2189	grinned	11
2190	apparent	11
2191	boats	11
2192	plate	11
2193	boots	11
2194	upset	11
2195	accepted	11
2196	electricity	11
2197	trifle	11
2198	throat	11
2199	expressed	11
2200	pupil	11
2201	sunday	11
2202	feelings	11
2203	desperate	11
2204	worried	11
2205	dirt	11
2206	alarm	11
2207	threatened	11
2208	dorothy	11
2209	citizen	11
2210	mining	11
2211	rules	11
2212	pushing	11
2213	drascalo	11
2214	sofa	11
2215	extremely	11
2216	summoned	11
2217	creek	11
2218	stuffed	11
2219	forces	11
2220	traction	11
2221	enemy	11
2222	rid	11
2223	genius	11
2224	sympathetic	11
2225	crown	11
2226	sweeping	11
2227	knocked	11
2228	burning	11
2229	employment	11
2230	noise	11
2231	ruled	11
2232	sorrow	11
2233	stole	11
2234	petty	11
2235	flash	11
2236	victory	11
2237	hoping	11
2238	shock	11
2239	fanchetti	11
2240	rude	11
2241	french	11
2242	philadelphia	11
2243	sheet	11
2244	strangely	11
2245	destroy	11
2246	stiff	11
2247	regarding	11
2248	flung	11
2249	eh	11
2250	clouds	11
2251	loud	11
2252	weeds	11
2253	shifted	11
2254	problem	11
2255	faced	11
2256	rolling	11
2257	gracious	11
2258	record	11
2259	ugly	11
2260	meal	11
2261	moonlight	11
2262	haste	11
2263	griffin	11
2264	manners	11
2265	english	11
2266	approached	11
2267	conduct	11
2268	whoa	11
2269	enquired	11
2270	ceased	11
2271	upstairs	11
2272	cost	11
2273	secrets	11
2274	orchestra	11
2275	anxiety	11
2276	tickets	11
2277	bosses	11
2278	meetings	11
2279	members	11
2280	signs	11
2281	chicago	11
2282	positive	11
2283	brooks	11
2284	'n'	11
2285	orders	11
2286	wa	11
2287	solemn	11
2288	according	11
2289	fascinating	11
2290	teaching	11
2291	western	11
2292	lincoln	11
2293	strain	11
2294	lately	11
2295	intelligence	11
2296	likes	11
2297	flag	11
2298	mood	11
2299	upward	11
2300	lowered	11
2301	provided	11
2302	sadly	11
2303	comfort	11
2304	released	11
2305	exclamation	11
2306	bootblack	11
2307	raising	11
2308	sunnycrest	11
2309	roderick	11
2310	escaped	11
2311	violins	11
2312	surroundings	11
2313	dismay	11
2314	facing	11
2315	recovered	11
2316	crossed	11
2317	politely	11
2318	beloved	10
2319	cloaks	10
2320	particularly	10
2321	rough	10
2322	frantically	10
2323	pick	10
2324	motives	10
2325	vessel	10
2326	scene	10
2327	shown	10
2328	mice	10
2329	happens	10
2330	leaguers	10
2331	nuts	10
2332	badly	10
2333	couch	10
2334	abandoned	10
2335	scorn	10
2336	borrow	10
2337	paying	10
2338	slip	10
2339	leaning	10
2340	guest	10
2341	dignity	10
2342	deeper	10
2343	invited	10
2344	sixty	10
2345	uncomfortable	10
2346	seek	10
2347	explanation	10
2348	avoid	10
2349	pleading	10
2350	interior	10
2351	bell	10
2352	squirrels	10
2353	grief	10
2354	bundle	10
2355	rare	10
2356	bosom	10
2357	securely	10
2358	evil	10
2359	fired	10
2360	emergency	10
2361	i.	10
2362	despise	10
2363	potatoes	10
2364	rent	10
2365	grateful	10
2366	examination	10
2367	instructions	10
2368	introduction	10
2369	awkward	10
2370	wisdom	10
2371	horror	10
2372	meals	10
2373	practically	10
2374	arranged	10
2375	conscience	10
2376	bigger	10
2377	rays	10
2378	emerged	10
2379	melody	10
2380	mines	10
2381	kinds	10
2382	belief	10
2383	necklace	10
2384	management	10
2385	employers	10
2386	alliance	10
2387	judges	10
2388	valve	10
2389	*	10
2390	occasion	10
2391	stout	10
2392	ram	10
2393	unhappy	10
2394	dressing	10
2395	rope	10
2396	steer	10
2397	intent	10
2398	pace	10
2399	disturbed	10
2400	hopeless	10
2401	o'donnell	10
2402	san	10
2403	yield	10
2404	questioned	10
2405	shoot	10
2406	interpreter	10
2407	fruit	10
2408	overheard	10
2409	restored	10
2410	minds	10
2411	propellers	10
2412	ability	10
2413	good-by	10
2414	uneasily	10
2415	frauds	10
2416	shame	10
2417	stroke	10
2418	winkies	10
2419	supplies	10
2420	proudly	10
2421	envelope	10
2422	selected	10
2423	conceal	10
2424	nephew	10
2425	settle	10
2426	efforts	10
2427	squirrel	10
2428	community	10
2429	risen	10
2430	breathe	10
2431	grimly	10
2432	hang	10
2433	hint	10
2434	painted	10
2435	wandered	10
2436	picking	10
2437	double	10
2438	results	10
2439	ruler	10
2440	bid	10
2441	exact	10
2442	group	10
2443	assist	10
2444	popsy	10
2445	space	10
2446	hers	10
2447	corporation	10
2448	politicians	10
2449	rushing	10
2450	located	10
2451	meaning	10
2452	ladies	10
2453	waves	10
2454	prejudices	10
2455	freilig	10
2456	adventures	10
2457	mounted	10
2458	candle	10
2459	intention	10
2460	test	10
2461	motor	10
2462	dishes	10
2463	observe	10
2464	courts	10
2465	admire	10
2466	git	10
2467	hanging	10
2468	wheeled	10
2469	ambitions	10
2470	obtain	10
2471	fools	10
2472	comfortably	10
2473	masses	10
2474	ends	10
2475	intensely	10
2476	price	10
2477	map	10
2478	protect	10
2479	motion	10
2480	innocent	10
2481	grave	10
2482	cigar	10
2483	mental	10
2484	cannon	10
2485	generally	10
2486	star	10
2487	knife	10
2488	enjoying	10
2489	sparkling	10
2490	secured	10
2491	bentley	10
2492	passage	10
2493	steamer	10
2494	embarrassment	10
2495	objected	10
2496	answering	10
2497	appetite	10
2498	confusion	10
2499	passengers	10
2500	sometime	10
2501	weather	10
2502	visitor	10
2503	stayed	10
2504	appeal	10
2505	recommendation	10
2506	bacon	10
2507	innocence	10
2508	phrase	10
2509	bridge	10
2510	per	10
2511	conquest	10
2512	faithful	10
2513	superiority	10
2514	wildly	10
2515	newspapers	10
2516	crew	10
2517	admiringly	10
2518	levers	10
2519	decision	10
2520	brave	10
2521	benefit	10
2522	reduced	10
2523	reputation	10
2524	consideration	10
2525	politician	10
2526	band	9
2527	jenny	9
2528	vote	9
2529	abuses	9
2530	quarrel	9
2531	destroyed	9
2532	needs	9
2533	strode	9
2534	insult	9
2535	message	9
2536	lights	9
2537	daily	9
2538	charming	9
2539	greeted	9
2540	removed	9
2541	rascal	9
2542	otherwise	9
2543	track	9
2544	jobs	9
2545	spot	9
2546	impudent	9
2547	beach	9
2548	won	9
2549	automobile	9
2550	immense	9
2551	brain	9
2552	kettle	9
2553	sensation	9
2554	extended	9
2555	stars	9
2556	indifferent	9
2557	believes	9
2558	baby	9
2559	doubtless	9
2560	deny	9
2561	pocketbook	9
2562	indignant	9
2563	roll	9
2564	joined	9
2565	constant	9
2566	fields	9
2567	former	9
2568	motions	9
2569	succeed	9
2570	august	9
2571	silently	9
2572	commonplace	9
2573	reformers	9
2574	imprisoned	9
2575	points	9
2576	including	9
2577	roused	9
2578	tramps	9
2579	submarines	9
2580	staying	9
2581	weight	9
2582	crash	9
2583	wonderfully	9
2584	leisure	9
2585	pile	9
2586	cushions	9
2587	belonging	9
2588	fourth	9
2589	revealed	9
2590	estate	9
2591	personage	9
2592	captors	9
2593	stretched	9
2594	resolved	9
2595	negative	9
2596	shadowy	9
2597	nasty	9
2598	abrupt	9
2599	scoundrels	9
2600	driven	9
2601	skin	9
2602	bored	9
2603	reported	9
2604	mn	9
2605	murder	9
2606	breaking	9
2607	profit	9
2608	spread	9
2609	acting	9
2610	unable	9
2611	remonstrated	9
2612	stealing	9
2613	actually	9
2614	style	9
2615	s	9
2616	earned	9
2617	relations	9
2618	wistful	9
2619	safety	9
2620	commit	9
2621	unjust	9
2622	nodding	9
2623	sex	9
2624	carved	9
2625	courtyard	9
2626	keeps	9
2627	superintendent	9
2628	perfume	9
2629	attend	9
2630	anchor	9
2631	embarrassed	9
2632	aided	9
2633	sternly	9
2634	twos	9
2635	satisfy	9
2636	vulgar	9
2637	practice	9
2638	monarch	9
2639	stairway	9
2640	imagination	9
2641	height	9
2642	purposes	9
2643	jacket	9
2644	pushed	9
2645	extent	9
2646	majority	9
2647	choose	9
2648	motionless	9
2649	contain	9
2650	vague	9
2651	related	9
2652	bar	9
2653	severe	9
2654	devil	9
2655	favors	9
2656	wherever	9
2657	facts	9
2658	hero	9
2659	hollys	9
2660	lawyer	9
2661	'cause	9
2662	prevent	9
2663	shirt	9
2664	trousers	9
2665	scheme	9
2666	flashing	9
2667	folly	9
2668	bend	9
2669	insisted	9
2670	resting	9
2671	wishes	9
2672	serve	9
2673	constructed	9
2674	mulgrave	9
2675	parent	9
2676	torn	9
2677	confident	9
2678	hesitate	9
2679	shrank	9
2680	struggling	9
2681	gotten	9
2682	emotions	9
2683	traveled	9
2684	opposed	9
2685	marked	9
2686	washington	9
2687	otis	9
2688	winter	9
2689	fate	9
2690	loudly	9
2691	blown	9
2692	tempted	9
2693	elsewhere	9
2694	guide	9
2695	competent	9
2696	peculiarly	9
2697	reade	9
2698	gloomily	9
2699	faintly	9
2700	principal	9
2701	hired	9
2702	scattered	9
2703	burden	9
2704	mocking	9
2705	cases	9
2706	vigorous	9
2707	crying	9
2708	humble	9
2709	auxiliary	9
2710	echoed	9
2711	setting	9
2712	gateway	9
2713	restless	9
2714	plays	9
2715	benjamin	9
2716	vivid	9
2717	glow	9
2718	scholar	9
2719	pays	9
2720	shoes	9
2721	ignorance	9
2722	greek	9
2723	chuckled	9
2724	wistfully	9
2725	sorts	9
2726	duties	9
2727	whispered	9
2728	qualities	9
2729	horses	9
2730	excitedly	9
2731	talks	9
2732	necessity	9
2733	electrical	9
2734	offensive	8
2735	arrange	8
2736	hinsdale	8
2737	educate	8
2738	pink	8
2739	lantern	8
2740	towards	8
2741	possess	8
2742	ignored	8
2743	shaped	8
2744	cashier	8
2745	effective	8
2746	agitation	8
2747	patiently	8
2748	professor	8
2749	sam	8
2750	earning	8
2751	somethin'	8
2752	comrades	8
2753	grieve	8
2754	deposit	8
2755	bet	8
2756	alight	8
2757	shark	8
2758	railway	8
2759	scoundrel	8
2760	civilization	8
2761	eradicate	8
2762	alarmed	8
2763	heat	8
2764	torpedo	8
2765	selfishness	8
2766	properly	8
2767	discharge	8
2768	arose	8
2769	groaned	8
2770	push	8
2771	polished	8
2772	admiring	8
2773	acted	8
2774	gasped	8
2775	visitors	8
2776	greatest	8
2777	poverty	8
2778	reformer	8
2779	attached	8
2780	feels	8
2781	boxes	8
2782	sunshine	8
2783	frequently	8
2784	speeding	8
2785	lest	8
2786	print	8
2787	dull	8
2788	nights	8
2789	joyfully	8
2790	cruel	8
2791	worm	8
2792	demand	8
2793	rage	8
2794	advantages	8
2795	term	8
2796	eyed	8
2797	bug	8
2798	failure	8
2799	utterly	8
2800	ragged	8
2801	swifts	8
2802	yelled	8
2803	kissed	8
2804	sold	8
2805	guessed	8
2806	restore	8
2807	average	8
2808	unpleasant	8
2809	riches	8
2810	reflectively	8
2811	capital	8
2812	improve	8
2813	breast	8
2814	william	8
2815	worthless	8
2816	powers	8
2817	enable	8
2818	aristocratic	8
2819	goodness	8
2820	spring	8
2821	agents	8
2822	gorgeous	8
2823	nowhere	8
2824	toilet	8
2825	mouse	8
2826	suspecting	8
2827	warn	8
2828	art	8
2829	absorbed	8
2830	maintained	8
2831	cap	8
2832	tropical	8
2833	gown	8
2834	capable	8
2835	reluctantly	8
2836	dominant	8
2837	pine	8
2838	shocked	8
2839	individual	8
2840	confined	8
2841	applied	8
2842	swirling	8
2843	imagined	8
2844	holes	8
2845	associate	8
2846	sonny	8
2847	gangs	8
2848	errand	8
2849	chairs	8
2850	chimney	8
2851	gladly	8
2852	shrewdly	8
2853	visited	8
2854	restraint	8
2855	stiffly	8
2856	proof	8
2857	drinking	8
2858	selfish	8
2859	addressed	8
2860	horrible	8
2861	ridiculous	8
2862	distressed	8
2863	similar	8
2864	de	8
2865	seldom	8
2866	tools	8
2867	aeronaut	8
2868	deceive	8
2869	stands	8
2870	entitled	8
2871	significant	8
2872	planned	8
2873	divers	8
2874	tables	8
2875	brows	8
2876	remarkable	8
2877	ice	8
2878	restrain	8
2879	spectacles	8
2880	produced	8
2881	fought	8
2882	arrangements	8
2883	disagreeable	8
2884	mark	8
2885	moaned	8
2886	approve	8
2887	desirable	8
2888	strikes	8
2889	injure	8
2890	indignantly	8
2891	swallow	8
2892	returning	8
2893	americans	8
2894	informed	8
2895	shudder	8
2896	shuddered	8
2897	hospital	8
2898	seeking	8
2899	concealed	8
2900	inquire	8
2901	flags	8
2902	conservative	8
2903	nod	8
2904	gained	8
2905	rudder	8
2906	richest	8
2907	teeth	8
2908	worrying	8
2909	smaller	8
2910	conventional	8
2911	doctors	8
2912	profound	8
2913	timid	8
2914	emphasis	8
2915	recovering	8
2916	mysterious	8
2917	injunctions	8
2918	housekeeper	8
2919	tenement	8
2920	tide	8
2921	crawled	8
2922	scornfully	8
2923	liking	8
2924	material	8
2925	driver	8
2926	trunk	8
2927	politically	8
2928	uruguay	8
2929	letting	8
2930	sandy	8
2931	sleeping	8
2932	wet	8
2933	runs	8
2934	filling	8
2935	represented	8
2936	followers	8
2937	anonymous	8
2938	younger	8
2939	funny	8
2940	sneak	8
2941	n	8
2942	footbridge	8
2943	complain	8
2944	represent	8
2945	astor	8
2946	erect	8
2947	jaw	8
2948	limbs	8
2949	genuine	8
2950	jealous	8
2951	eaten	8
2952	glimpse	8
2953	route	8
2954	lent	8
2955	lamp	8
2956	knitting-needles	8
2957	signaled	8
2958	dash	8
2959	cordially	8
2960	obey	8
2961	rang	8
2962	enemies	8
2963	attacked	8
2964	preparations	8
2965	changes	8
2966	bull	8
2967	string	8
2968	concerned	8
2969	seeming	8
2970	owners	8
2971	shy	8
2972	tiffany	8
2973	adin	8
2974	dresses	8
2975	north	8
2976	rendered	8
2977	compel	8
2978	branches	8
2979	thats	8
2980	wholly	8
2981	silken	8
2982	stronger	8
2983	keen	8
2984	stones	8
2985	frowning	8
2986	folded	8
2987	roads	8
2988	nerves	8
2989	parted	8
2990	smoke	8
2991	row	8
2992	prosperous	8
2993	lawn	8
2994	contest	8
2995	stories	8
2996	disturb	8
2997	distinct	8
2998	statue	8
2999	contented	8
3000	asserted	8
3001	sailing	8
3002	stare	8
3003	accidents	8
3004	faint	8
3005	shrugged	8
3006	jumped	8
3007	alert	8
3008	shone	8
3009	mess	8
3010	chaps	8
3011	planning	8
3012	thirteen	8
3013	atmosphere	8
3014	induce	8
3015	indignation	8
3016	hasty	8
3017	shelter	8
3018	constable	8
3019	crank	8
3020	miserable	8
3021	protection	8
3022	interrupt	8
3023	dishonest	8
3024	decide	8
3025	luncheon	8
3026	foreign	8
3027	display	8
3028	baffled	7
3029	thoughtful	7
3030	scarlet	7
3031	languages	7
3032	flat	7
3033	barely	7
3034	starve	7
3035	meek	7
3036	fiercely	7
3037	hunger	7
3038	apart	7
3039	soothingly	7
3040	consultation	7
3041	portion	7
3042	examining	7
3043	trade	7
3044	scare	7
3045	heap	7
3046	swinging	7
3047	presented	7
3048	dos	7
3049	enabled	7
3050	accomplish	7
3051	corn	7
3052	subjects	7
3053	discouraged	7
3054	shouts	7
3055	dancing	7
3056	conclusion	7
3057	beautifully	7
3058	key	7
3059	pretense	7
3060	madam	7
3061	vacation	7
3062	national	7
3063	inclined	7
3064	launch	7
3065	discovery	7
3066	mate	7
3067	score	7
3068	atlantis	7
3069	irritating	7
3070	causing	7
3071	detail	7
3072	fearful	7
3073	region	7
3074	curtains	7
3075	financial	7
3076	engineer	7
3077	event	7
3078	depend	7
3079	memory	7
3080	civilized	7
3081	twilight	7
3082	bitterly	7
3083	movements	7
3084	motioned	7
3085	dusty	7
3086	valves	7
3087	invest	7
3088	casting	7
3089	guarantee	7
3090	pencil	7
3091	backs	7
3092	downstairs	7
3093	address	7
3094	briefly	7
3095	doubtful	7
3096	expense	7
3097	swung	7
3098	previous	7
3099	patient	7
3100	triumph	7
3101	cheerful	7
3102	involved	7
3103	uniform	7
3104	europe	7
3105	dashed	7
3106	&	7
3107	pipe	7
3108	shine	7
3109	huge	7
3110	pretended	7
3111	intense	7
3112	log	7
3113	adopted	7
3114	joel	7
3115	organizing	7
3116	cunning	7
3117	chorus	7
3118	local	7
3119	clearing	7
3120	repair	7
3121	original	7
3122	escaping	7
3123	graceful	7
3124	gripsack	7
3125	snapped	7
3126	fed	7
3127	convince	7
3128	disease	7
3129	disposed	7
3130	submit	7
3131	tones	7
3132	arrangement	7
3133	hell	7
3134	grace	7
3135	recent	7
3136	companions	7
3137	lodge	7
3138	stage	7
3139	factories	7
3140	resolute	7
3141	thread	7
3142	transformation	7
3143	advancing	7
3144	exceedingly	7
3145	substantial	7
3146	authority	7
3147	outlaws	7
3148	changing	7
3149	occasionally	7
3150	recall	7
3151	lookout	7
3152	tremendous	7
3153	oppose	7
3154	awaiting	7
3155	preferred	7
3156	prejudice	7
3157	exercise	7
3158	shoulder	7
3159	gather	7
3160	prejudiced	7
3161	honesty	7
3162	attract	7
3163	crackers	7
3164	handle	7
3165	seize	7
3166	coolly	7
3167	faded	7
3168	possibility	7
3169	sword	7
3170	stores	7
3171	delightedly	7
3172	kingdom	7
3173	cloud-boats	7
3174	ringing	7
3175	workers	7
3176	lucky	7
3177	winced	7
3178	rank	7
3179	colors	7
3180	paulo	7
3181	acknowledge	7
3182	soberly	7
3183	sunrise	7
3184	candidates	7
3185	chain	7
3186	weary	7
3187	expert	7
3188	spots	7
3189	assistance	7
3190	remind	7
3191	restaurant	7
3192	pipes	7
3193	residence	7
3194	ardent	7
3195	pool	7
3196	tender	7
3197	animals	7
3198	persuaded	7
3199	studying	7
3200	searched	7
3201	personally	7
3202	impatience	7
3203	slim	7
3204	newsboy	7
3205	saloon	7
3206	cousin	7
3207	understanding	7
3208	expensive	7
3209	bush	7
3210	seconds	7
3211	wetherbe	7
3212	confidently	7
3213	hesitatingly	7
3214	stir	7
3215	pearl	7
3216	granted	7
3217	whoever	7
3218	conceded	7
3219	gayly	7
3220	depressed	7
3221	climb	7
3222	introduce	7
3223	wrinkles	7
3224	lifting	7
3225	bodies	7
3226	patterns	7
3227	remains	7
3228	unfortunate	7
3229	crack	7
3230	summons	7
3231	sending	7
3232	contains	7
3233	involuntarily	7
3234	adventure	7
3235	directions	7
3236	dazed	7
3237	seaman	7
3238	lever	7
3239	sixteen	7
3240	catching	7
3241	eagerness	7
3242	choice	7
3243	mentioning	7
3244	happier	7
3245	lazy	7
3246	vanished	7
3247	sacrifice	7
3248	hearth	7
3249	capitalists	7
3250	jinny	7
3251	holds	7
3252	persons	7
3253	hunt	7
3254	maid	7
3255	lock	7
3256	damn	7
3257	under-water	7
3258	voted	7
3259	shadows	7
3260	unexpectedly	7
3261	disgrace	7
3262	possessed	7
3263	owed	7
3264	inspection	7
3265	thousands	7
3266	awkwardly	7
3267	easier	7
3268	fears	7
3269	ballast	7
3270	withdrawn	7
3271	unlike	7
3272	otto	7
3273	grounds	7
3274	throughout	7
3275	favorable	7
3276	hostile	7
3277	hearts	7
3278	finishing	7
3279	midst	7
3280	nowadays	7
3281	magnificent	7
3282	establishment	7
3283	increased	7
3284	connected	7
3285	neighbors	7
3286	amuse	7
3287	sang	7
3288	oddly	7
3289	assisted	7
3290	hopelessly	7
3291	bars	7
3292	n'ts	7
3293	glowed	7
3294	gleaming	7
3295	dance	7
3296	flames	7
3297	mollie	7
3298	ball	7
3299	depends	7
3300	dreadful	7
3301	stable	7
3302	bully	7
3303	fooled	7
3304	admired	7
3305	central	7
3306	lonesome	7
3307	happiness	7
3308	conscious	7
3309	startling	7
3310	helpful	7
3311	chances	7
3312	envy	7
3313	loomed	7
3314	victim	7
3315	expenses	7
3316	closer	7
3317	gift	7
3318	locate	7
3319	hector	7
3320	ruined	7
3321	awed	7
3322	approvingly	7
3323	stove	7
3324	deceived	7
3325	objection	7
3326	h.	7
3327	screws	7
3328	conducted	7
3329	gardens	7
3330	assembled	7
3331	science	7
3332	burn	7
3333	sober	7
3334	established	7
3335	brings	7
3336	plunged	7
3337	list	7
3338	crossing	7
3339	softened	7
3340	promoted	7
3341	laws	7
3342	construction	7
3343	fifth	7
3344	resume	7
3345	apply	6
3346	register	6
3347	harsh	6
3348	quivered	6
3349	restlessly	6
3350	uplifted	6
3351	vast	6
3352	defy	6
3353	etext	6
3354	gutenberg	6
3355	standard	6
3356	discord	6
3357	garments	6
3358	crept	6
3359	accompany	6
3360	range	6
3361	inch	6
3362	dawn	6
3363	carpenter	6
3364	response	6
3365	absence	6
3366	drawer	6
3367	traveling	6
3368	jail	6
3369	cease	6
3370	argue	6
3371	growled	6
3372	entering	6
